mls_number	Originating_MLS	status	address	bedrooms	bathrooms	list_price	sold_price	pending_date	settled_date	county	township	subdivision	school_district	age	sqft	total_rooms	fireplace_yn	basement_yn	garage_yn	est_taxes	acres	tax_year	assessment	condo_hoa_yn	assoc_fee_freq	zip_code	unit_number	dom	remarks	picture_url	design	style	exterior	heat_cool_util	garage_parking	basement_type	attic	interior_features	exterior_features	unit_floor_number	living_room_dim	dining_room_dim	kitchen_dim	family_room_dim	main_bedroom_dim	second_bedroom_dim	third_bedroom_dim	fourth_bedroom_dim	sold_concess	soldterms	newconst_yn	sellerconcessions	cnty	dtmodified	pid	pmp	certifications	additionalbankowned	additionalthirdpartyapproval	additionalshortsale	sellerconcessionsamount	finalshortsale	finalthirdpartyapproval	finalbankowned	distance	AbovrGrIntSqFt	BelowGrIntSqFt	HomeBuilt	BasemtFtPrintPercent	BasemtFinPrintPercent	Laundry_room
6391608	TREND	STL	968 Robbinsville Edinburg Rd 308, Robbinsville, NJ	2	2.0	$260,167	$260,167	04/23/2015	06/10/2015	Mercer County	Robbinsville Twp	Washington Twn Ctr	Robbinsville Twp	0	1,262		N	N	N	$	0.00	2013	0	Y	M	08691	308	344	*QUICK DELIVERY UNIT* This is a 3rd floor condo which is ready for a quick delivery.  Master bedroom suite includes 1 walk-in closet plus 1 additional closet and master bath with 2 sinks.  The kitchen has a center island and is open to the great room with dining & living spaces.  The 2nd bedroom has a large walk in closet.  This 1,262 Sq. Ft. condo is available in the upscale, elegant and beautiful, new construction building at the Union Lofts in the desirable Town Center Development in Robbinsville, NJ.  Enjoy living a carefree lifestyle in this brand new building with amenities galore including a private parking garage on the ground level with access to an elevator that serves each floor. Enjoy standard features such as 9' ceilings and hardwood flooring in foyer, kitchen and living areas.  The kitchen comes standard with birch cabinetry, granite counters and Jenn-Aire stainless steel appliances.  The bathrooms  feature standard ceramic tile on floors and tub and shower surrounds, birch cabinets and chrome Moen® fixtures.  A wide array of designer, optional features are available to further customize your home.  The exciting, walkable Town Center Community boasts retail stores, restaurants and services as well as community parks, lakes and township sponsored events.  Easy access to NYC, Philadelphia, Princeton, beach areas, Train stations, Major highways: NJ Tpk, Routes 295, 195 and 130. Don't miss out on this wonderful way of life!  Interior photos represent decorated model units , floor plans may vary.  Visit the Union Lofts Sales Center at 2 N. Commerce Sq.  Office open Tues. - Fri. 10 am - 5 pm.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6391608	1-Story	LoftWithBdrms	SyntheticStucco	GasHeat, CentralAir, ElectricHtWt, PublicWater, PublicSewer	NoGarage, ParkingLot	NoBasement		Elevator		3	12 x 19		8 x 13		12 x 14	11 x 15			N	Cash	Y		211	06/10/2015	601028708	344				False		False	False	False				Y				
6395273	TREND	STL	49 Walters Rd, Robbinsville, NJ	3	2.1	$419,900	$410,000	12/08/2014	02/26/2015	Mercer County	Robbinsville Twp	None Available	Robbinsville Twp	35	2,660	7	Y	Y	Y	$11,771	0.95	2014	410000	Y		08691-2304		201	Beautiful custom colonial nestled on approximately an acre of land in desirable Robbinsville! Features include an open foyer leading to the living room and formal dining room with a perfect flow for entertaining. The oversized eat in kitchen has lots of cabinets and counter space. The welcoming family room has a beautiful brick fireplace! Also on the first level is a separate laundry room and a powder room. The second level was originally designed for five bedrooms but the owner built it with three large bedrooms, offering spacious closets and oversized comfortable rooms. Also on the second level are two full baths, including the master bathroom. There is a full basement and two car attached garage. Many upgrades including newer roof, windows, heater, hot water heater, central air and water conditioning system. Enjoy the rural setting and private yard yet convenience of being minutes to major routes, shopping, train and schools!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6395273	2-Story	Colonial	VinylExt	PropaneHeat, HotAirHeat, CentralAir, ElectricHtWt, OnSitWell/Sp, OnSiteSeptic	2-CarGarage, Att/BuiltInG, Oversizedgar, 3+CarParking	FullBasement	AccessPanel	SecuritySys, CeilngFan(s)			18 x 13	13 x 13	19 x 13	17 x 12	25 x 13	19 x 13	16 x 11		N	Conv	N		211	03/13/2015	601032535	201				False		False	False	False				N				
6400138	TREND	STL	31 Allens Rd, Hightstown, NJ	4	2.1	$599,000	$450,000	11/20/2014	02/20/2015	Mercer County	Robbinsville Twp	Andrews Foulet	Robbinsville Twp	100			Y	N	Y	$657	56.00	2014	22890	Y		08520-4701		172	48 hour advance notice  for showing. listing to be updated near future	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6400138	2-Story	Farmhouse	VinylExt	OthrFuelHeat, CentralAir, OtherHotWtr, OnSitWell/Sp, OnSiteSeptic	4+CarGarage, 3+CarParking	NoBasement					25 x 14		12 x 14		20 x 20	14 x 12	10 x 10	10 x 10	N	Conv	N		211	02/21/2015	601037558	172				False		False	True	False				N				
6421040	TREND	STL	132 Burnet Cres, Robbinsville, NJ	4	2.1	$439,900	$431,701	01/30/2015	03/26/2015	Mercer County	Robbinsville Twp	Town Center	Robbinsville Twp	12	2,420	8	N	Y	Y	$12,067	0.07	2014	420300	Y		08691-4148		179	Exquisite end unit in desirable Town Center. Situated directly across from Martini Park and Electric park just around corner, this brick home features over 2300 sq ft of living space plus an 1100 sq ft basement waiting to be finished. Light & bright with Neutral decor throughout, Cathedral ceiling entrance and in family room, beautiful hardwood floors, master suite on first floor with brand new carpeting. Large kitchen with pantry and built in computer nook, new dishwasher, 3 large bedrooms upstairs. BONUS OF A SECOND FLOOR LAUNDRY ROOM, no carrying laundry baskets up & down steps! Third bedroom has a access to what could be a 5th bedroom or loft area if finished. Upstairs bedroom can be another master suite with access to a full bath and double closets, downstairs master can be an office, the possibilities are endless! New windows in front and side of home, security system, whole house humidifier. Enjoy all the amenities of town center walk to Centro Grille, Delorenzo's Tomato Pies, and many other shops and restaurants, with NO ASSOCIATION FEES!. Perfect location for commuters, bus takes you right to Hamilton Train Station, close to Princeton, Lawrence, and all major routes.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6421040	2-Story	Traditional	BrickExt	GasHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, 100-150AmpEl	1-CarGarage, DetachedGar, 1-CarParking	FullBasement	PullDnStairs	Cathedral/Va, 9Ft+Ceiling, CeilngFan(s)	Sidewalks		14 x 13	16 x 16	20 x 13	16 x 15	16 x 13	15 x 14	14 x 13	13 x 13	Y	FHA 203(b)	N	Closing Costs	211	04/10/2015	601059102	179				False	12951	False	False	False				N				
6421500	TREND	STL	10 Beacon Ct, Robbinsville, NJ	2	1.1	$239,900	$242,000	01/27/2015	03/02/2015	Mercer County	Robbinsville Twp	Candlewood	Robbinsville Twp	24	1	7	N	Y	N	$7,080	0.04	2014	246600	Y	M	08691-3025		185	FULL FINISHED BASEMENT WALKOUT  This beautiful Jamestown model features newer hardwood flooring and newer 6 panel doors plus hardware. In the gourmet kitchen you will find granite counters and appliances that have been recently replaced. Walk out on the deck and take in the breathtaking private back yard with a wooded backdrop. Second floor features large master bedroom with walk-in closet. Full bath offers garden tub and stand up shower, plus double sink. The basement will "wow" you with the wet bar for entertaining and the sliding glass doors out to the private back yard with a newer vinyl fence.  Beautiful Pottery barn look	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6421500	2-Story	Colonial	Alu/SteelExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, 100-150AmpEl	NoGarage, ParkingLot	FullBasement	AccessPanel	Wet/DryBar	Sidewalks, StreetLights		21 x 12	10 x 7	10 x 11	20 x 30	16 x 12	16 x 12			N	Conv	N		211	03/17/2015	601059573	185				False		False	False	False				N				
6435798	TREND	STL	3 Union St, Robbinsville, NJ	4	2.1	$520,000	$495,000	03/25/2015	05/27/2015	Mercer County	Robbinsville Twp	Washington Twn Ctr	Robbinsville Twp	9	2,553		Y	Y	Y	$13,993	0.16	2014	487400	Y		08691-4184		239	Welcome to Robbinsville. This 4 bed 2 1/2 bath single family home located in desirable Town Center has so much to offer. Carriage Home 111 model is one of the largest in Town center and this home sits on a premium lot with views of the lake and also one of the largest lots . Walk out your gate and there you are at the lake, Beautiful.  You will also find a  two car garage and fully fenced yard. There are hardwood floors through out and a family room with a gas fire place for those relaxing evening. The kitchen is large and offers an abundance of cabinet space, a pantry, double sinks & a bright & sunny breakfast area and slider doors to the yard. The master suite offers a master bath along with a generous sized walk in closet. The fourth bedroom is on the main level and could be used as an office/library if needed. The basement is huge and just waiting to be finished with french drain & sump pump. There is a water filtration system in place with reverse osmosis. The school system is Top rated in Robbinsville. Did I mention that this beautiful home faces south and the natural sunlight is amazing. Premium lot...Don't miss this opportunity. VERY MOTIVATED, Please present all offers!!!!!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6435798	2-Story	CarriageHous	VinylExt, BrickExt	GasHeat, HotWaterHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, 100-150AmpEl	2-CarGarage, DetachedGar, 3+CarParking, StreetParkng, Private	FullBasement	AccessPanel	SecuritySys, Cathedral/Va, 9Ft+Ceiling, CeilngFan(s), CableTVWired, WhirlPool/Ho, SprinklerSys, AirFilterSys, WaterTreatSy, StallShower, EnrgyEfficntWdws, ReplacementWdws	Sidewalks, StreetLights, Fencing, ExteriorLght		13 x 12	13 x 13	13 x 9	13 x 14	21 x 14	13 x 12	13 x 12	12 x 11	N	Conv	N		211	06/11/2015	601074393	239				False		False	False	False				N			7 x 5	
6435905	TREND	STL	372 Andover Pl, Robbinsville, NJ	2	1.0	$205,000	$195,000	03/02/2015	04/22/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	27	1,212		N	N	N	$5,099	0.00	2014	177600	Y	M	08691-3441		210	Completely remodeled! New Cabinets, Loft, Granite counter tops, Gorgeous Brazilian Hardwood Floors, Ceramic tile, New Bathroom and much much more. You must see it. Just move right in!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6435905	2-Story	OtherStyle	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, ElectricHtWt, PublicWater, PublicSewer	NoGarage, ParkingLot	NoBasement	AccessPanel	Cathedral/Va	Sidewalks, StreetLights, UndrgrndElec	2	17 x 12	11 x 10	11 x 8		14 x 11	10 x 10			N	Conv	N		211	04/22/2015	601074506	210				False		False	False	False				N				
6448713	TREND	STL	168 Wyndham Pl 2ND FL, Robbinsville, NJ	2	2.0	$185,000	$175,500	04/04/2015	06/16/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	27	1,125		N	N	N	$4,622	0.00	2014	161000	Y	M	08691-3133	2ND FL	218	Just move right in this almost 1200 Living sqft upper level 2 Bed Room, 2 Full Bath in desirable Foxmoor. Newer Hot Water Heater, All Stainless Steel Appliances and  Laminate Floorings. Eat-in Kitchen with Ceramic tile counter. Sliding Door off Huge Living Room to Balcony Facing to Open Greens. Plenty of Parking, Friendly Community.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6448713	2-Story	OtherStyle	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, ParkingLot	NoBasement		CableTVWired, StallShower	Sidewalks, StreetLights, TennisCrt(s)	2	25 x 15		10 x 9		14 x 13	10 x 10			N	Cash	N		211	07/01/2015	601087758	218				False		False	False	False				N				
6456548	TREND	STL	2360 Route 33 204, Robbinsville, NJ	2	2.0	$265,000	$252,000	03/25/2015	04/17/2015	Mercer County	Robbinsville Twp	Washington Twn Ctr	Robbinsville Twp	7	1,383	5	N	N	Y	$7,666	4.17	2014	267000	Y	M	08691-1416	204	192	STUNNING end unit loft is open and bright, located in the sought after community of Washington Town Center. Move right into this pristine & upgraded 2 bedroom loft featuring kitchen with granite counter top, large center island with breakfast bar, 42" cabinets, stainless steel appliances and pantry. Kitchen is open to breakfast area & living room, all with hardwood flooring. Main living area has floor to ceiling windows that crank out and have a beautiful panoramic view. Master suite has 2 closets and full upgraded bath. Second bedroom can also be used as an office. Second full bath is also upgraded. Spacious laundry room. Large storage area in the basement. Covered parking spot. This building has its own mini gym and you also have access to the main fitness center and common room. The elevator leading to the unit makes it easy get your belongings up to your home! Just steps away to wonderful shopping & restaurants. Take an evening stroll around the lake. Amazing home & community, you will love it here!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6456548	1-Story	EndUnit/Row	Stcco/SimExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	1-CarGarage, Carport, Asgn/DeedPrk	NoBasement		SecuritySys, 9Ft+Ceiling, Elevator	Sidewalks, StreetLights	2	15 x 14	12 x 10	14 x 10		15 x 13	13 x 13			N	Cash	N		211	04/18/2015	601095973	192				False		False	False	False				N				
6460113	TREND	STL	11 Wycklow Dr, Robbinsville, NJ	4	2.1	$569,000	$550,000	12/09/2014	03/05/2015	Mercer County	Robbinsville Twp	Woodside	Robbinsville Twp	19	2,662		Y	Y	Y	$15,561	0.57	2014	542000	Y	A	08691-1204		81	Spectacular Foxhall model located in the popular Woodside development in Robbinsville. This amazing home features hardwood flooring in the foyer, upgraded fixtures and has been recently painted through-out. The library/study/5th bedroom is just off the foyer. The spacious dining and Living room feature crown molding as well as chair rail molding and upgraded carpet. This gem also features Anderson windows through-out. The oversized sunken Family Room features new carpet, a wood burning fireplace and upgraded mantel. In addition, it also features a vaulted ceiling, a sky light, ceiling fan and a wall of upgraded windows. The spacious kitchen offers ceramic tile floors with a large island with gas cook top, 42'' cabinets, a double oven and upgraded fixtures.  The upgraded Sliding door off kitchen lead to a massive deck, perfect for entertaining. 1st floor Laundry room and powder room. Master Bedroom offers lots of space that can accommodate a king size bed. Master features new paint, ceiling fan and upgraded carpet. Large Master Bath Room featuring a soaking tub, shower stall and dual vanity. Extremely large fully finished Basement featuring plenty of storage, in-wall speakers, recessed lights and additional room that could be a 6th bedroom. Over a half acre and beautifully landscaped. Don't miss out on this opportunity! Close proximity to the Sharon School, public transportation, and shopping. NJ Turnpike and 95 minutes away.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6460113	2-Story	Colonial	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, ElectricHtWt, PublicWater, PublicSewer	2-CarGarage, Att/BuiltInG, 3+CarParking	FullBasement		SecuritySys, Skylight(s), Cathedral/Va, 9Ft+Ceiling, CeilngFan(s), CableTVWired, SprinklerSys, StallShower	Sidewalks, StreetLights		17 x 12	17 x 12	17 x 13	22 x 15	20 x 12	12 x 11	17 x 10	13 x 11	N	Conv	N		211	03/20/2015	601099685	81				False		False	False	False				N				
6462509	TREND	STL	124 Cromwell Dr, Robbinsville, NJ	3	2.1	$324,000	$305,000	12/20/2014	01/28/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	18	1,594	8	Y	Y	N	$8,306	0.04	2014	289300	Y	M	08691-3073		88	Super clean, well maintained 3 bedroom 2.5 bath town house in Robbinsville's much desired "Foxmoor" Features include, Formal living room draped in gleaming hardwood. Eat in kitchen with updated cabinetry, hardwood flooring, breakfast room & center island. The family room has hardwood flooring & marble surround wood burning fireplace with custom mantle. First floor finishes with a powder room. 2nd floor features Master bedroom with walk in closet, cathedral ceiling and full master bath. Bath is fitted with tile surround soaking tub, stall shower & his/her sinks. The 2nd floor finishes with 2 bedrooms with hardwood flooring & updated main bath. Full finished basement with recessed lighting, plush Berber carpeting & separate laundry & utility rooms. Brick paver patio finishes this amazing property. Recent updates include all baths & basement. Walk to schools, shopping & public transportation. Minutes from the Hamilton train station & all major roadways. Utilize the pools, tennis courts & clubhouse.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6462509	2-Story	Colonial	VinylExt, WoodExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, 2-CarParking	FullBasement	AccessPanel	Cathedral/Va, 9Ft+Ceiling, CeilngFan(s), CableTVWired, StallShower	Sidewalks, StreetLights, TennisCrt(s), LawnSprinklr, UndrgrndElec		20 x 14	10 x 10	14 x 9	17 x 14	16 x 12	12 x 10	11 x 10		N	Conv	N		211	02/12/2015	601102182	88				False		False	False	False				N				
6462853	TREND	STL	57 Eldridge Dr, Robbinsville, NJ	3	2.1	$395,000	$395,000	03/03/2015	04/13/2015	Mercer County	Robbinsville Twp	Carriage Walk	Robbinsville Twp	15	1,768	7	Y	Y	Y	$11,128	0.14	2014	387600	Y	M	08691-3467		160	The most affordable house sits on a cul-de-sac lot, in desirable Carriage Walk. This Hopewell model home features 3 bedrooms, 2.5 baths and 9 ft ceilings. Sparkling hardwood floors throughout the entire house. Formal dining room with crown molding; bright eat-in kitchen with brand new SS appliances, Corian counter tops. Open family room with recessed lighting and gas fireplace. Hardwood stairs take you to spacious 2F hallway, master bedroom has 2 walk-in closets, both 2F full baths have windows with shower stall, bathtub and double sinks. Two other bedrooms have plenty of closet space. Basement has separate heating system, 100% footprint for storage. Top-rated Robbinsville school system. Walking distance to Middle & High School. Quiet community yet minutes away from Robbinsville downtown shopping and dining center.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6462853	2-Story	Colonial	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	2-CarGarage, GarDoorOpner, 3+CarParking	FullBasement	PullDnStairs	CableTVWired, SprinklerSys, BayWindow	Sidewalks, StreetLights, LawnSprinklr, Fencing, UndrgrndElec, ExteriorLght		18 x 12	14 x 12	16 x 12	19 x 13	19 x 13	12 x 11	12 x 11		N	Conv	N		211	04/28/2015	601102542	160				False		False	False	False				N	100			
6465345	TREND	STL	6 Wilson Ct, Robbinsville, NJ	4	2.1	$629,900	$615,000	05/14/2015	07/01/2015	Mercer County	Robbinsville Twp	Crestwood Acres	Robbinsville Twp	15	3,108	9	Y	Y	Y	$16,721	0.67	2014	582400	Y	A	08691-3094		226	Stately 4Bedroom,2.5Bath Colonial is located in desirable Crestwood Acres in Robbinsville. Set on a  wooded cul-de-sac lot its beautiful landscaped grounds with patio backs to scenic wooded area. The 1st floor features hardwood floors throughout and includes a 2-story foyer w/palladium window,formal living&dining room with crown molding,chair railing & wainscoting. The kitchen has 42"cherry cabinets+granite counter tops w/custom tile backsplash. Family room has mantled fireplace with vaulted ceiling & custom fans. Also on the 1st floor is a private office, powder room & laundry room. The 2nd floor boasts an oversized master suite with vaulted ceiling & expansive closet space along with a full bath with whirlpool Jacuzzi.  3 large bedrooms + additional full bath complete the 2nd level. The finished basement includes exercise room, media area, recreation room & spacious storage area. Freshly painted throughout. This move in condition home is conveniently located to schools, shopping, major routes and train station.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6465345	2-Story	Colonial	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, 200-300AmpEl	2-CarGarage, Att/BuiltInG, 3+CarParking	FullBasement	AccessPanel	SecuritySys, Cathedral/Va, CeilngFan(s), CableTVWired, WhirlPool/Ho, SprinklerSys	Sidewalks, StreetLights		17 x 13	13 x 13	13 x 12	19 x 15	17 x 13	13 x 12	14 x 12	13 x 12	N	Conv	N		211	07/01/2015	601105154	226				False		False	False	False				N			7 x 5	
6466416	TREND	STL	7 Chambers Ct, Robbinsville, NJ	4	2.1	$459,900	$440,000	12/31/2014	04/21/2015	Mercer County	Robbinsville Twp	Fox Run	Robbinsville Twp	29	2,223		N	Y	Y	$11,734	0.47	2014	408700	Y	A	08691-3648		90	New price! Don't miss out,here is your chance to finally live in Robbinsville Township. This well maintained 4 bedroom 2.5 bath colonial is located in the much sought after Fox Run development. Kitchen is bright & spacious and offers plenty of counter space with a breakfast bar, ample cabinetry and opens to the family room. Entertain family and friends for the holidays in the formal living room and dining room. All four bedrooms are nicely sized and the basement is just waiting for your finishing touches. All bathrooms have been updated; new tile, new vanities, sparkling clean, and have been freshly painted with neutral colors. The maintenance free deck and custom patio make it easy to enjoy the nice weather. Some of the bigger items have been replaced; windows-2008, deck-2008, roof-2007, hot water heater-2005,AC/Heat 1999. With its excellent curb appeal and front porch you will be proud to call this home sweet home.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6466416	2-Story	Colonial, Traditional	VinylExt	GasHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	2-CarGarage, Att/BuiltInG, InsideAccess, 2-CarParking, StreetParkng, DrivewayPrk	FullBasement	PullDnStairs	Skylight(s), CableTVWired	Sidewalks, StreetLights, ExteriorLght		0 x 0	0 x 0	0 x 0	0 x 0	0 x 0	0 x 0	0 x 0	0 x 0	N	Conv	N		211	05/06/2015	601106269	90				False		False	False	False				N				
